#en_reviews,upvoted,early_access
Basically Farting Shooter!,True,False
Good Game Hardly And Bugs,True,False
"I originally got this game back in..2012 i think. But even to this day i still play it, and with the 1.14 update coming out in a few months, im likely to continue playing even more.",True,False
Click Click Click! Cool game :),True,False
The best 2d game i've played its verry fun (Be prepared to die a lot),True,False
"This game so fun enough to play both with your family or your friends. beside fun, the game doesn't need high spec pc to play.. potato pc is able to play this game smoothly and amazingly fun.. recommended",True,False
Fun game overall! It has allot of downsides though like: -toxic community -really hard for new players -bad tutorials -hard to not spend money,True,False
Must have if you're a Naruto fan.,True,False
A great remaster of one of the best Playstation 2 games and i really enjoyed playing through it again.,True,False
"While my hours might not seem much (as of writing of this review,because i have played  countless hours outside steam),this game is a must for any terraria or similar game fan. You have a universe to explore.Thats right a universe not just one map. P.S.  No man`s sky should take notes from it.(Had to get it in there) Definitely recommended.",True,False
It's a perfect game...,True,False
true story,True,False
"The game in general is quite well executed, but doesn't do much renewing the genre or anything. It builds on the foundations that have been laid out for Metroidvanias, so be prepared to mark areas that you can't yet proceed through to make it easier to know where to backtrack too. Personally I'd have liked the ability to have different coloured markers (as to indicate new skills needed or just treasures). For me this was quite annoying once, since I forgot to mark a certain gate, and it was the only point of progression, which meant I had to go throughout all the maps and check everything out (I feel like this is more on me than on the game though). Besides this the soundtracks are quite basic but nice to listen to anyway and won't annoy you into turning off the sound. The environments look really nice and fit well with the rest of the style of the game. The magic feels a bit basic (and honestly strong as in most of these games) but to be fair I haven't used much of it since I prefer combat over magic. The different types of weapons are quite nice, however since it's (somewhat) randomly generated you quite often find weapons weaker than the ones you already have. The only real performance problem I encountered was quite odd and I'm genuinely not sure if anyone else would ever encounter it. I'm using a Xbox Bluetooth Controller, which means it might sometimes (temporarily) lose connection, most of the time this is just for a second, however Chasm really doesn't seem to like this. Whenever my controller would lose connection the game would slow down to being pretty much unplayable, yet recover to normal speed when the connection was restored. In general this wasn't a problem (as you don't lose your connection that much) but since my controller was apparently low on batteries it had a real problem keeping up the connection (which took me a while to figure out what the problem was). In conclusion I'd recommend buying it, especially when on sale as I feel it's worth around 10$ easily.",True,False
"👦 Age Group 👦 ☐ Small children (approx. 6-8 years) ☐ Children (approx. 9-13 years) ☑ Teenagers (approx. 14-17 years) ☑ Adults (18+ years) ☼ Graphic ☼ ☐ Eye Cancer ☐ ""goes"" ☐ Good ☑ Beautiful ☐ Breathtaking ♬ Music / Sounds ♬ ☐ Ear Cancer ☐ goes"" ☐ Good ☐ Beautiful ☑ Breathtaking 😓 Difficulty 😓 ☐ Easy ☐ Medium ☐ Difficult ☑ Dark Souls § bugs § ☐ Bugs destroy the entire game ☐ Lots of bugs ☐ A few bugs ☐ You can use it for a speed run ☑ None available (or they don't bother)(Or I don't know about) ☯ Story ☯ ☐ None ☐ Bad ☐ ""goes"" ☑ Good ☐ Breathtaking 🎮 Gameplay 🎮 ☐ Frustrating ☐ Boring ☑ Pleasant ☐ Fun ☐ Very successful and good ۞ Playing time / length ۞ ☐ Quite short (0 - 3 hours) ☐ Short (4 - 8 hours) ☐ A few hours (10-30 hours) ☑ long (40-60 hours) ☐ Very long (61-100 hours) ☐ Very Very long (101-450 hours) ☐ Infinite (0-∞ hours) € Price / Quality € ☐ It's free ☑ Buy for the full price ☐ Get it if you can ☐ Waiting for a sale ☐ Don't buy it !",True,False
I love the Forest.  Can't wait for the final game. This is definetly one of my favorites!,True,True
If you ever wondered what it would feel like flying around in a Blade Runner spinner then you really need to try this. It's as close as it gets and it's an amazing experience. It's beautiful and relaxing. I absolutely love it. I definitely recommend you give this a try.,True,False
5 insta one tabs omg ace :D,True,False
moai v it is a fun game to play when you got anything to do,True,False
nice game love it !!!,True,True
Two tings: one - amazing game have a lot of fun a pixel art is SOOOOOO COOOOOOOOOL another ting-make a update temple and make a revernge of death class thoring,True,False
"This review is only about Dawn of war 2 singleplayer campaign. Gameplay is very straightfoward and fast. There are wide variety of abilities and units you can select to slay your foes. Different enemies requires different tools of the trade. There are so many mixes you can combine with available items and abilities that game keeps interesting for a good time. Although 10 000 slayed orcs later you feel like you have seen it all. Boss fights are disapointing as every boss just takes 1 000 times more dmg than average unit and launches some special blast at a pre-marked zone. Bosses gets repetive really fast. Main plot and characters are well written and fits perfect to wh40k's rich lore.  I like the idea that you simple don't have time to do every mission there are available. You have to excecute missions that suits your overall situation best. Also there are usually 2 strategic assets on the map and you can only conquer one of them. There are 3 kind of strategic assets in the game each benefit different kind of boost to you. Choose the ones suits you game style best. It would have been much better if you could just upgrade your weapons with points that you get by completing missions. Now you have to constantly check dmg/stats about weapons that drops during missions and you get like 10 new weapons in every mission. Useless weapons (about 90% of all drops) you just destroy to get small amount of experience points. All this dazzling doesn't bring anything good to the game and this mechanic should have been simplyfied. CGI cutscenes looks outdated and they should have done them with live action like in wh40k: Final liberation (1997). World of warhammer 40k is still well represented in cutscenes and especially in the opening cinematic. Endless slaughter what this game offers goes really repetitive after you have seen all the type of enemies and weapons there is to see. This game is without a doubt recomended if you are a warhammer fan, as you get so much more out of this game if you know the basic settings in warhammer 40k universe. The game kind of assume you are familiar with the lore and goes straight to the ""Bom bom bom"" -part. 10 - Perfect game 9 - Excelent game, best of the genre 7 - Average game, nothing really special 6 - Bad game, avoid 5 - Painful to play, completely waste of time 4 - Failed game, unpayable",True,False
"Do you like reading? As in, do you like any sort of literature? This game, or rather, the story in this game, is 100% a must for you to read and experience. World building at its finest, characters steadily develop and welcome you more and more into the world in Pyre. Won't say anything else about the story, because I'd like everyone to go into this as blind as I did, so let me just deal a final card about it: I have played and read a gazilion of stories in my steam and not steam library, and this one, will not be forgotten. Aesthetic and sound... it's a ""Supergiant"" game, it's common knowledge by now that their work is amazing in those departments. I like the vibrant colours in this one, and the music sets the mood perfectly, chill, with feeling, nothing wrong here, as per usual. Gameplay, it's a 3v3 football (soccer for the US peeps) with RPG elements, depending on your choice of team, you may fare really well, or just be confronted by an outright superior team. It depends on skill mostly, the AI is competent enough, and I'd recommend playing on the harder difficulties, so it provides a better challenge. The only fault I find with Pyre, is the lack of online multiplayer. Not being able to play with my online friends, knowing how fun it is to play with my ""local"" friends, makes it a frustrating missing aspect. Overall, story is excelent, gameplay is really fun, especially on harder difficulties, I highly reccomend this game with sale or no sale, although at this point, might as well wait for the discount to show up. Do you like to read? well, reader, this one's for you. You don't like to read ? Not my place to judge, but do give this one a try, it might surprise you after a while.",True,False
"There is no person I know that would not know of this game. Many gamers that I know regret every moment that they dont have this game. Its absoloutely brilliant, the requirements of the game are ridiculously low, the point of the game and gameplay is easy to understand for anyone who doesnt know of the game. However, this is a game that you would get bored of in about 2 hours of straight gameplay. Its impossible to stream it for more than 4h, because the game is so simple. All you do is walk and shoot. But indeed this is a trully great peace to play with your friends, you cannot play this game with more than 3 friends, so that sucks, but if there would be more players at the time it would be really boring and most of players would have nothing to do. Most of the rounds go fast forward and you do not get stuck at one point or another. The game has a minimum ammount of bugs or glitches, if there are any. There are multiple gamemodes and maps for you not to get bored within a day. But even knowing all the minuses, I still dont regret paying for this game.",True,False
Awsome game,True,False
"this game can make me mansturbate multiple times i one day, really nice :-) -UwU",True,False
"Think of Sharf as an experience, rather than a game. It's significance is in it's message and the author does a good enough job to immerse me and make me think about it and feel even if it is for just a few minutes (the ""game"" itself is ~10min long). You are in control of a girl named Christina, and she wanders the forest at night. The end really made an impact on me and I felt like I need to share this review. I won't say what is it about, so you can discover it for yourself. I liked the art and the sound effects (wind, leaves, creaking) and the overall atmosphere. The only issue is that the game doesn't have the exit button, so Esc key just crashes the game. Buy it to show support and spread the message, because it could happen to anyone.",True,False
"★ — 9/10 Takes a while to get started but the end is worth it. After going into Death Stranding completely blind having avoided every published content about it from the day it was released on the PS4 and not knowing what exactly I was getting myself into, I can only say that if you have absolutely no interest in a story-driven game, don't want to pay attention to what's going on, and watch all the cutscenes as well as listen to all the dialogue then I'm not sure if this game is for you.  In my opinion, the story is amazing but requires focus as well as patience because it takes a while before things get rolling, unfold, and take shape. This isn't a game that will spell out the entirety of the plot for you right away, it takes some effort and most of all patience to get there, and personally, I've enjoyed the ride and the end was definitely worth it. I know there are quite a number of people who seem to like to label Death Stranding as a ""walking simulator"" but I firmly believe that those people have either never played the game themselves, don't understand what the game really is about and what it has to offer, or the type of game it is is simply just not for them. Is there a lot of walking around in the game? Yes, there is. Is that what the entire game is about? No, it's not, far from it actually. Personally, I'm someone who genuinely dislikes fetching quests but for some reason, in Death Stranding, I never once felt bored, annoyed, or frustrated while taking trips back and forth between locations in order to fulfill deliveries and quest-related things to continue my journey through the story. It's also not just simply running from point A to B and back because the game throws various things your way that you have to adjust to. You have weight to manage, check what type of equipment you may need, plan a route to take, figure out the dangers you may run into, whether to go by foot or take a vehicle, and plenty of other factors to take into account for the best possible outcome and your trip to go as smooth as possible. Another reason why labeling Death Stranding as a ""walking simulator"" is beyond me is that walking simulators focus on environmental storytelling and exploration without an actual threat or enemies. There are plenty of threats in this game. From MULEs, human NPCs who want to steal your cargo, to areas filled with creatures called BTs which is short for beached things, to actual boss fights. Of course, when you start out, your main focus is on being stealthy because you don't get the means to fight back right away which could also be something that puts people off because it takes quite a while for things to unlock but I think this is a much better solution in this type of game than immediately throwing every possible equipment one could ask for at the player right from the start. You need to work and put in some effort to get something in return which, in my opinion, definitely isn't a bad thing at all. Gaining people's trust, not letting them down, and working towards a common goal is what unlocks possibilities and gets you closer and closer to the end of your journey. Visually and auditory, Death Stranding is absolutely stunning. The cutscenes are great and add a lot to the delivery of the story. The voice acting is really well done and the soundtrack is absolutely beautiful and pleasant to listen to. 50+ hours into the game and I'm still not tired of it. I haven't played a game in quite a while that kept my interest for this long, especially after already having finished the main story, I hardly ever go back into a game after I'm done with the main story. To me, Death Stranding looks amazing, sounds amazing, plays amazing, has amazing characters as well as an amazing story and I wholeheartedly recommend it to anyone who really likes story-driven action games and has the patience to push past a slow start.",True,False
"The game is okay but... Well, I passed it at 100% for 1 day, so... maybe I got a little bored. Anyway it's actually cool! Much more awesome to fly with wings on your back than with nothing. I enjoyed. But still I don't like one stuff about the game co-op mode: I need an achievement and I tried to join matchmaking, and I joined same host many times, and all the times that host kicked me! So dear players. PLEASE! If you don't want to play co-op with random people, set it up in your settings! Is it so difficult?",True,False
"I really don't have the words to review this game, the Telltale's The Walking Dead series was the first Telltale series I ever got into so this series has a special place in my heart. The whole TWD Tellgames are really amazing, if I had to choose a favorite game out of the series it would have to be this one and the first one.  Telltale's TWD Series: Pros:  Amazing Characters Amazing Story Amazing Music Tons of Replay Value  Cons:  Can't really think of some tbh.",True,False
Very great game that really gives you the chills and makes you want to turn it off. This game is one of the only game out there that really gives me a scare. ― MacReady,True,False
i cried then masturbated then cried again and in the end of kotoris route i masturbated while crying,True,False
"Be ready for feasts and butter, else we'll drink from your skull during harvesting season.",True,False
"I can in with the lowest expectations and the game managed to surprise me. Sure, its not the most sophisticated game, but its kind of an addictive light-weight management sim.  You fight, you lvl up, you buy gear, rinse and repeat.  But its kid of fun.",True,False
"The Enclave Communications Officer makes me keep playing this game for the Nth time after all these years... ""Who the hell is this?!""",True,False
"Really enjoyable, and highly Recommendable if you enjoyed the grueling cruel events of the Dark souls Franchise and Anime",True,False
"Not big on FPS anymore, but this one is amazing. Nothing like it they care about the community the devs are very involved giving and receptive. The game itself is fun tons of modes, the only thing that can slow you down is your team. Even then if they aren't trolling completely, you've got a great shot at victory. Customization of weapons happens quickly upgrades aren't grind fests and don't completely overpower the base weapons. Give it a try.",True,False
"A fun story, likeable characters. Game is FULL of content. Borderlands 2 is one of the funnest games I have ever played. Whether you play solo or if you play with 3 other freinds, you are in for a ridiculous explosive filled game. (Although I recommend getting the Game of the Year edition as it comes with all the DLC and is only a tiny bit more.)",True,False
"It still works, it's just 90% of people are too dumb to follow the discussion thread on how to fix in for Windows 7, 8, and 10. Took me all of 5 minutes to get working and it plays perfectly fine. Plus with Retribution servers going completely away, this is an alternative to still play.",True,False
One of the only games that I have consistenly come back to to start over,True,False
"F***ing scary! I opened Outlast for the first time, create a new save, play it, 30 mins later, A JUMPSCARE!, I almost punch da freakin' screen, can't even finish this game, 2scary4me xD",True,False
"a game that everyone should have in their library, not even to play it, as a memory, same goes for super DX-ball",True,False
Great game for a shoot em up chaos action and comedy.,True,False
First the game was fun when ijji controled it now its like im playing some kind of minecraft fps game,False,False
Spent more time looking for a lobby than playing the game.,False,False
"4+ Years later and I thought I'd give it a try again. This game is still a big mess. it makes me sick to see glaring issues still not fixed, I swear I'v spent half my time trying to fix those damn LOD issues and render-distances. ARE YOU SERIOUS? IT CAN""T BE THIS HARD TO HAVE RENDER DISTANCE AND LOD SETTINGS IN THE MENU, the devs are a big joke. FIX THE DAMN GAME. give us more graphic options, please. not happy.",False,False
thats all,False,False
In This game we have ♥♥♥♥♥♥♥ Stupid Team,False,False
"This game used to be about gathering, survive and having fun. The reason why I don't play the game anymore is because of the players. Most people kill you even if you run around naked, without any things and it happens all the time! Edit: Still hate this game, but plays it because its fun 10% of the time. Plz help.",False,False
unplayable on newer operation systems,False,False
"What I can say? It is 2019 and the game crashes all the time, can't get to play it. Waste of money, totaly crap, useless piece of software.  And let me tell you I am no newbie that can't figure out how to solve PC problems. I've rarely seen such an awfull game, no wonder people still complain about this mess.",False,False
"This game is obviously unfinished and not very playable.  Why did they even let a free demo out there, so people would see that any number of other pinball games on steam are far better!?!",False,False
"Mordhau, A game of extreme aggravation and torment. When it comes to sword play games there is nothing better than this game especially in the medieval genre, wonderful customization and creativity, beautiful graphics, and awesome sound design. But it's player base and mechanics can get a bit heavy, players come and go with their toxicity but when it's there, man is it there. Followed by it's very heavy control scheme taking about half your keyboard and very awkward timing of swings and opponent reading, this game is the king of hard to learn, AND hard to master all at once. Vets coming from chivalry make this game a big up hill battle to climb when it comes to catching up, so do not expect this game to be a pick up and play kind of game, time and time again you will have your ass handed to on a silver platter until you get some form of understanding on how to defend yourself, but it's up to you when you learn it, sadly in this game you can't have everything taught to you in one night, you have to learn by playing countless of hours just to get somewhat efficient at dueling, and never mind fighting crowds of people. The learning curve is so deep you are gonna be scratching your head on what you did wrong half the time because it is not completely obvious of your mistakes, you are just gonna have to guess until you find the right one, which can take a day, or a year. Every attack is pretty much bindable but you may not have enough fingers or mental capacity to do all 6 directional swings and stabs, so I recommend using the 240 feature to do the swap work but it can be a bit unreliable at times, which is why I suggest using the 3rd person view for more spatial awareness as the swings depend on mouse movement which can make you disoriented in 1st person. The hitbox is super accurate and I mean crazy accurate, so it does not take much to miss an attack. (ping can play apart tho) All an all the game is very fun and a nice pass time, but the very hard mechanics and experienced players may ruin the enjoyment of the climb making you want to quit early, But unless you enjoy a challenge and want to over come this mountain go ahead and give it a shot. 7/10 and maybe even an 8 if the parry system was not so annoying and counted for everything on survival, I miss games using block as a form a defense and not just a stupid parry system, I can't stand games that do that. But if you are more of a casual gamer then I suggest you stay away from this and go buy something more chill, because there is nothing sweatier than Mordhau.",False,False
"Really shallow, repetitive in a bad way. Played on the warhammer IP so they didnt have to make an actually decent game.",False,False
"After recieving my product through humble bundle, I was so excited to finally play this game. With the ammount of years that they have put into the game development; its rather disapointing to see whatg they've got done so far. It appears to me that the Devs have been working on the trailers and ""gameplay"" videos a bit too much instead of coding a propper game. No duh its a team of 5, no duh its the second day. I'm aloud to post a review, its my right. At the pace these devs are at right now, and with the small team they have; I don't expect much for maybe another year. Also if this was only for the backers, how did it get out to the public, it's their own fault and they have nobody but themselves to blame. It's going to be a long road for this game and maybe possibly in the future the game will change my perspective on how I feel about the game. Hopefully they can possibly expand their team to get things going quicker and more efficiently. They have a lot of publicity and potential, but need to kick themselves into gear. Best of luck Devs..",False,True
hel lyea after looting 3 buildings and still didnt got a single weapon i just got 1 shoted by a revolver yep that game was totally worth my 30 bucks  if you wanna dont find a weapon or camp i recommend this game if ur trying to get a win play minecraft 1/10,False,False
This game is not fun at all its a waste of ssd,False,False
"casual player/non competitive are better playing quick/draft mode game serious player/competitive should spend a lot of money to stay relevant in ranked a bit sad i cant get refund because 2 hours to me is just like a basic tutorial and remembering some of deck list that the game provided but i still can get some steam wallet back by selling some of rare card that i get (mostly because duplicate, lol) i wouldnt recommend it for people who like to build deck without spending money to buy card pack on this game, unless if they just want to play casually (which i think probably they would stay away from artifact and keep playing other free-to-play (or free to grind LOL) card game)",False,False
"downgrade from The Walking Dead: Saints & Sinners its not that great the story is okish at most , doesnt make sense how they advance the story as you know instate he finish his story at the camp fire in like 1 hour they made me talk for 5 min go away for loot run that i might not come back for so he talks for extra 5 mins about the story , and I dont know why they need to tell me that this place need me every 5 min we know that after the 50 times they told me before the 3 ""chapter"" if you want a fun walking dead just play s&s as this is legit the 1st walking dead moblie game kinda shocked they didnt have MTX in it I dont know why the melee combat is legit ass in the game as there is no downside to it at all , so how i would kill more zombies with a knife way better then a gun and in what game zombie game they dont allow to chop their head off as it legit a let down oh you can chop their arms but god forbid i cant cut their heads off",False,False
he has a big gey,False,False
I was thoroughly enjoying this game. However now the game freezes when you try to load into the server. Will consider changing this when the bug is fixed.,False,False
Cant do anything unless you are lvl40 :(,False,False
You will enjoy only first shot. After it you will keep rotating. This is trash,False,False
actually the worst game i've ever played,False,False
"Pros: Fun combat Cool environments Great gunplay (my favorite gun being the tommy gun) Old School gameplay Creative looking enemies Great movement Later levels are really well designed Cons: Awful voice acting Laughably bad story Poor framerate at even the lowest settings Unlikeable characters (The description of the game says it has ""witty characters"" but all the characters say are stupid things like ""Oh yes. Time to poke some holes in these ♥♥♥♥♥♥♥.) This combined with bad voice acting is agonizing Bad companion AI (they spout one liners when nothing is even in the same room, and start shooting at enemies through walls) All enemies feel exactly the same. Parts of the 3D models bodies are disproportionate (For example, A monster's head bigger than its torso) Death animations are long and drawn out Some... odd design choices (like the fact that the firs enemies you kill are possessed orphans) Linear level design in the first chapter (long boring corridors with no substance. Sometimes I got lost and kept on wondering I was going down the same hall over and over again. Overall, this game is fun, but the flaws make this game lackluster in lots of areas. As of now, this game is not worth your time.",False,False
I want my money back now that yall just up and gave up on this no more updates or anything,False,False
"As of now this game lacks fundamental settings for a real experience. I do NOT recommend trying it out yet. for starters there's no vsync option, just a frame-rate limiter option. secondly and largely:  Graphic Presets :( really? are you serious? the amount of LOD flicking is absolutely insane and VERY immersion breaking. Every single rock within 15m will change LOD and it's super distracting. which leads me back to the start of my second point; LET ME DECIDE THE GRAPHIC OPTIONS FOR MY SYSTEM. My 1080ti is idling away playing this, where if you would simply allow me to turn up LOD/Render distance I would have had a much better experience. Also I have no idea on gods earth why you would put in a render resolution slider only to limit it to 1.0. Seems like the devs have never played a pc video game before. Hideo Kojima could build something BETTER then this in a cave with a spoon. 3/10 nice console port.",False,False
"Bargain basement quality game.  You'd be better off looking into the many other better mini golf games available on steam (Golf with your friends, 3d ultra mini). The actual design of the ""levels"" aren't terrible, but they aren't fun either.   The graphics look free asset tier, the voice samples sound like people with speech disabilities, and the concept themes a far too amateur to appreciate.",False,True
it was dam better before now it's ♥♥♥♥,False,True
When i saw the unity error Steam Support > I'd like to refund  Nice s.h.i.t,False,True
Best game but worst server  RIP my GOLD Edition GGWP,False,False
"Well, it's like Dark Souls, but in really bad.",False,False
"Havent played it yet, cause ♥♥♥♥ uplay. But serious,",False,False
"Awful, Couldnt get it to work.",False,False
if you have a switch then just get pokemon. if you dont have a switch then suuuure its okay but not worth the $50AU price,False,True
Brad sucks.,False,False
Nope!!!,False,False
"Trigger Warning: if you've been sexually abused as a flower this might be offensive to you. So in this game the objective is to bang a flower and not sprout your pollen too early, so right here we can already see the unrealistic demands and daunting difficulty this game provides.  The flower, that we all enjoy and love, is a sexual nympho that is out to bang all of us and then complain when we don't satisfy it after we even bought it's service for 6 euros. The game is a perfect 'horrible flower escort service' -simulator. 10/10; abandon all hope for video games future.",False,False
"Don't bother, Just get ARMA 3 and download the exile mod, I have had more fun in 2 hours on Exile than in 22 hours on the DayZ Standalone just don't waste you're money.",False,True
"Length of Time Played: ~ 5 Hours Distance Played: Beaten Once on Normal Personal Grade: C- Opinion of Each Aspect Grading System - Outstanding, Excellent, Good, Acceptable, Poor, Horrendous, Abysmal Gameplay: Good Stability: Excellent Story: Acceptable Controls: Abysmal Graphics: Good Music: Poor Sounds: Poor Difficulty: Poor Notes: + (Positives), = (Small Gripes), - (Negatives) + Modest selection of classes and races + Choosing your own randomly generated path to reach the end + No permadeath unless you die numerous times + Wide array of spells = Some of the spells become obsolete and many are outright useless = The UI Interface is a bit clunky to use - The controls are absolute trash. This was obviously designed for mobile - Mouse clicking is near unusable and the keyboard doesn't always help - The classes are very unbalanced. The warrior is near pointless when the mage/priest are so powerful",False,False
the game need alot of fix,False,True
"The puzzles are awful and make almost no sense, I used a guide because I wanted to see the story but the story is also not good. The main character tries to come out as smug and clever but she is just a really horrible and irritating person.",False,False
"it was fun at first, but i got bored eventually.. this game is too expensive.",False,False
"""Free to play"" , trial expires after 300 -500 games. Then you`ll be able to play only by paying 25 bucks for a 6-month premium membership",False,False
An incredible shame this had to cease development.,False,False
"Terrible. Terrible. Terrible game, if you want satisfaction of achievements you earned. I did three playthroughs that should have earmed all. No such luck.",False,False
do not buy this terrible stupid 4ss video game you are just wastin ur money and time,False,False
"Make it Online co-op, then i'll make the review positive.",False,False
This game has been abandoned and what is the best part is that steam won't have your back because you signed up to this early access ♥♥♥♥♥♥♥♥. ♥♥♥♥ this abomination.,False,True
Abandoned like all their games end up. Avoid all this devs work. They never finish anything.,False,False
"Complete garbage. Loads up fine to the menu prompt of ""Press A"" and won't go past. Tried with keyboard and gamepad, along with fresh install. Complete trash and a waste of time as it is completely unplayable.",False,False
"♥♥♥♥ developers. Started the game and i got a blackscreen. Tried to solve it in every possible way i looked up on the internet, still a ♥♥♥♥♥♥♥♥ blackscreen. Dear developers, go f*ck yourselves.",False,False
"30 hrs of gameplay and that's it!!!pvp it's quite impossible to play now (L..a..a.GG) and pve becomes boring pretty fast. Hope for more content in the future but at the moment the combat aspect it's the only reason i play this game. it's very well done. More storyline/pve, stable pvp, MORE MAP. edit: PVP it's just about SPAMMING ATTACK button. nothing more. DEV should fix this. Combats are completely broken by this. edit: cheaters are here. nearly everymatch. NO ANTI CHEAT. keep in mind this. combat still ♥♥♥♥ because of spammers. the only good things in this game are the fluid movement during ""combat"". this game has nothing to do with simulated combat.  IT'S JUST HACK AND SLASH!! DON'T BUY IT NOW. WAIT FOR MORE STABLE CONTENT.",False,False
Constant crashing.  Would rather headbutt a cactus than play this again.,False,False
Online has a hacker problem? Ban a singleplayer mod platform Flawless logic...,False,False
"Good game. Trash company. You kneel to ""heart of glass"" for a password 918.",False,False
"Campers,campers,campers. And Delevopers says this is strategy for killer.♥♥♥♥ you Creators. And ♥♥♥♥ all players.",False,False
"Don't get me wrong, I love this game and it's one of my favorite games of all time, mind you, but this new news is too disappointing. I doubt many people may have heard the news, since it was pushed over by everything else at e3, but all mods (and the company that makes mods for singleplayer) got a cease and desist, and are being removed in the game just to get more people to play online, which is already rife with microntransactions. I mean, take a look at the hydra; it's already in multiplayer, not buggy at all, but Rockstar and 2K refuse to put it in single player, just so they can drag more people into their money-hungry multiplayer.  TL;DR: Great game, so much fun and I would reccomend the buy, however you should wait if you want to show support for the mods being taken away.",False,False
"Awesome concept, terrible execution. Aside from the freezing, down servers, and NEVER being able to finish a match due to either terrible servers, or someone quitting or crashing their game, its a fun 5 minute play.",False,False
"It doesn't do anything after I lay down on the sleep rolls at the beginning, tried running it as admin and it didn't do anything. Until this is fixed I can't recommend this game.",False,False
"I don't understand how this game has a ""Very Positive"" review score despite having game-breaking bugs and crashes. If this is an example of a very positive game, Pillars of Eternity 1 and 2 must be a masterpiece. It's obvious that most of the positive reviews are from Larian fanboys and not fans of Baldur's Gate games. If you watch a youtube video critiquing this game, you'll see massive dislikes from the same people. I gave this game a chance even though I did not like how Larian just ignored all the fans of the first two Baldur's Gate games and how this game mechanics are just copied and pasted from the Divinity games.  For those people who say that the turn-based combat and the game as a whole resembles DnD tabletop more than the first Baldur's Gate games, you're right but this is a pc game series that came out two decades ago. Baldur's Gate 3 should be more similar to the first two Baldur's Gate games as this is an established series at this point.  Aside from the repetitive complaints from Baldur's Gate fans like myself, I still won't recommend this game just yet because the number of bugs in a single 3-4 hour session will make you want to kill yourself. There are textures that never load, crashes, black screens which forces you to restart the game, etc. The story itself is alright so far but nothing spectacular. I find myself going through the motions to get to the end rather than wanting to know more about this world. If this was a game by Ubisoft, Electronic Arts, or Blizzard, people would be all over this game trashing this game to hell, but since it's made by Larian, fanboys give all kinds of excuses and defend this game from anyone and everyone, especially Baldur's Gate fans. You probably already have this game if you like Larian. I just wanted to throw my two cents in the reviews section.",False,True
"one word ""trash"". updated: still trash",False,False
"I wanted to be a galactic archaeologist. I wanted to name things and spread my conlang among the stars. I wanted so much out of this game and was left with breadcrumbs. All of this, and the names are wiped.  All of this, and it's not even a full game. All of this only to find out that the center means nothing once you arrive from youtube channels.  We were all completely broadsided by what was supposed to be a triple A title and left with a D battery that isn't even charged.  The amount of disappointment is not even describable.",False,False
"Honestly, you're better off just watching the anime over playing this game as you'll get the story without all the problems that plague this game.",False,False
"The game keeps crashing after saving manual/autosave in Whitechappel after dialogue with a doctor about a particular scalpel. I've tried to update Nvidia drivers and different video settings, playing in windowed mode keeping only 2 saves, as some players suggested on the forum but nothing helped, A lot of people experiencing this particular problem with all of Sherlock Holmes games from Grogwares save for a few early games in the series. Something isn't right with the game engine and in-game saving system! Unfortunately, It seems as if the guys from Frogwares don't give a damn about this whole situation!! I am so disappointed because this game definitely has a potential ..   . I don't recommend to buy games from Frogwares because you might as well experience this issue thus you'll be unable to finish any of them.  I've found a solution! I was playing in windowed mode and keeping only two save files. I've definitely tweaked something else but I don't remember what exactly. Apart from this, the game's really good. Interesting and sometimes quite challenging puzzles Sadly, the story is quite trivial and hardly engaging. Oh, often puzzles are repetitive. For example, many characters in the game have either boxes or cases with codes or some tricky mechanisms you have to decipher or solve in order to open them.  Nevertheless, I do recommend this game!",False,False
Glad didn't pay for it lmao,False,False
"Sadly, this seems to be an attempt at a retro shooter made by people who watched gameplay videos of the classics, but didn't play them (or played them and somehow got the wrong idea?) The two main weapons I've used so far feel way too underpowered (shotgun has trouble dealing with Imps, for instance) and the enemies all look too similar. This is also an issue with the rest of the game's overall look as well, since it seems like they went with a Hell theme that's basically ""hey, Hell is red-ish"" Level design is also a snoozefest so far, while we are at it. The music is serviceable, and the voice actor is clearly doing his best, but I can't help but feel dumb when he proclaims his love for the Church of the Triple Barreled Shotgun, while at the same time never having enough ammo to fire it, and when he does, it's a water pistol. So far, the game is a complete disappointment, with the only thing I like being the movement speed. I hope it improves, but I'm not so sure about the chances of that happening. I think I'm either going to replay the original Doom, or maybe DUSK or Amid Evil, those two are genuine throwback shooters that don't just try to copy the visuals, but actually improve upon the gameplay of the classics.",False,False
do not buy this game anymore if you want to trade items. trading is dead as of today,False,False
let me start with the fps it was unbearable and even wen i put it on medium it didn't look acceptable. The gameplay was not good because the servers are overrun with clans and factions. so for me (a new player that had no experience with the game) it was very hard to adapt to the game. the spawns were not good also as i once spawned in a snake pit that was level 90... with no weapons. The game engine looks like a rip off of some shooter game. and the hud was like a 10 year old program it. and finally they are releasing dlcs and the game is a Early Access game... for me it was a bad experience thats why im giving it a bad review.,False,True
